date,open,high,low,close,volume
2018-10-25,30.5622,31.5518,30.4408,31.3558,16763615
2018-10-26,31.0423,32.2181,30.9933,31.9928,18038610
2018-10-29,33.4234,33.6095,32.0712,32.4631,19548113
2018-10-30,32.5121,33.2372,32.3553,32.8648,16287542
2018-10-31,35.2459,36.3042,34.6874,35.8535,37775234
2018-11-01,35.5105,35.9514,34.9765,35.7359,15233151
2018-11-02,36.0592,36.5296,34.8393,35.3047,13268329
2018-11-05,35.2753,35.6575,35.1234,35.5203,11477057
2018-11-06,35.4517,35.8241,35.3635,35.7261,11188012
2018-11-07,35.9906,36.2552,35.6379,36.1376,9457803
2018-11-08,35.6771,36.1474,35.5595,35.8339,10807866
2018-11-09,35.3929,35.7065,34.6384,34.9814,9037534
2018-11-12,34.9226,35.3145,34.7364,34.9716,10062122
2018-11-13,35.1969,35.9129,34.9912,35.2067,8593970
2018-11-14,35.4713,35.5889,34.2759,34.5208,10883692
2018-11-15,34.2073,34.8736,33.1686,34.8344,17675609
2018-11-16,34.609,35.0696,34.3102,35.0304,11681458
2018-11-19,35.0304,35.241,34.6972,34.9618,11595802
2018-11-20,34.3934,34.903,34.1485,34.3836,10333222
2018-11-21,34.5894,35.1343,34.2661,34.8344,6555943
2018-11-23,34.6188,35.3831,34.4914,35.2067,4231366
2018-11-26,35.4125,37.97,35.3243,36.8921,30361809
2018-11-27,36.5198,36.7941,35.4811,35.9514,25559053
2018-11-28,36.02,36.2552,35.2165,36.2062,12439913
2018-11-29,36.0494,36.2111,35.5693,36.02,8251195
2018-11-30,36.0004,37.2351,35.922,37.1861,18108733
2018-12-03,38.2149,38.8127,37.5976,37.676,17157410
2018-12-04,37.4506,37.529,35.7653,35.7849,14234710
2018-12-06,35.3888,35.3987,34.5669,35.3492,14533696
2018-12-07,35.0917,35.5769,34.2105,34.3491,9236815
2018-12-10,34.2105,34.4382,33.1312,34.0818,12320029
2018-12-11,35.2007,35.3987,34.3095,34.3491,12531846
2018-12-12,34.8838,35.6858,34.8838,35.3294,10324880
2018-12-13,35.6066,35.8245,34.7204,34.765,9000996
2018-12-14,34.6561,35.3492,34.5075,34.7551,8415427
2018-12-17,34.5966,35.27,34.1214,34.3194,10674448
2018-12-18,34.6759,35.1808,34.3491,34.557,8492444
2018-12-19,34.666,35.8433,34.3491,34.5867,11882025
2018-12-20,34.5867,35.0076,33.5076,33.9332,14957438
2018-12-21,33.8936,34.5075,32.6361,32.6559,21381064
2018-12-24,32.3291,32.6163,31.9331,32.0519,9110187
2018-12-26,32.2598,33.1955,31.1508,33.1906,12490397
2018-12-27,32.745,33.6659,32.0717,33.6263,13652980
2018-12-28,33.6164,34.3887,33.349,33.5867,8677963
2018-12-31,33.6659,33.8837,32.5915,33.1213,8455549
2019-01-02,32.5272,33.4728,32.0915,33.3094,7662344
2019-01-03,33.0124,33.349,31.8836,31.9331,11618332
2019-01-04,32.4777,33.2412,32.1113,33.0025,10783950
2019-01-07,33.3787,34.6214,33.151,34.0223,10722317
2019-01-08,34.6561,35.3294,34.1511,34.4679,10532945
2019-01-09,34.6164,35.2403,34.3689,34.8343,9917596
2019-01-10,34.6561,34.7056,33.8293,34.3887,9143671
2019-01-11,36.2403,37.5969,35.8938,36.8146,32257094
2019-01-14,36.8839,37.6266,36.6562,37.2899,14361061
2019-01-15,37.4681,37.4681,36.4384,37.181,11999110
2019-01-16,37.1117,37.6068,36.9,37.2998,17427441
2019-01-17,37.1315,37.9236,37.0325,37.884,13060541
2019-01-18,38.0722,38.389,37.4681,38.2306,10494113
2019-01-22,37.9038,38.4039,37.5177,37.7751,12134385
2019-01-23,37.8246,37.983,37.1117,37.2998,7752789
2019-01-24,37.3889,37.9137,37.2899,37.785,7809295
2019-01-25,38.2702,38.4484,37.983,38.2603,8843499
2019-01-28,37.8543,38.2207,37.681,38.0821,11384350
2019-01-29,37.9335,38.1613,37.7157,38.092,5745384
2019-01-30,38.1217,38.7554,37.7454,38.7059,11032977
2019-01-31,38.4286,38.6663,38.1068,38.6365,11219338
2019-02-01,38.5276,38.7603,38.1415,38.3989,8040324
2019-02-04,38.2702,38.5573,37.9731,38.5474,9959977
2019-02-05,38.696,38.9732,38.3494,38.9138,12157995
2019-02-06,39.7752,40.3396,39.1415,39.5178,16883022
2019-02-07,38.8445,39.0227,37.9632,38.2702,15800719
2019-02-08,38.1217,38.3296,37.6315,38.3197,8111522
2019-02-11,37.9335,38.3098,37.8395,38.2504,9364864
2019-02-12,38.4187,38.9336,38.4187,38.6465,9725754
2019-02-13,38.894,39.0029,38.4385,38.6167,6735869
2019-02-14,38.4286,38.7059,38.3296,38.5078,7050520
2019-02-15,38.6762,38.8049,38.3593,38.7059,8582316
2019-02-19,38.5969,39.2901,38.5276,39.1415,9122373
2019-02-20,39.2505,39.7109,39.1316,39.5574,9794809
2019-02-21,39.6069,39.805,39.1514,39.2307,7435961
2019-02-22,39.4485,39.6168,39.0524,39.597,6742713
2019-02-25,39.8545,40.0624,39.696,39.7455,9252303
2019-02-26,39.5178,39.9634,39.4386,39.7158,7611551
2019-02-27,39.696,39.7653,39.3891,39.6069,8671977
2019-02-28,39.4287,39.5178,38.8148,39.092,9053403
2019-03-01,39.4584,39.5772,38.6676,39.1415,7706331
2019-03-04,39.3099,41.0922,38.6465,38.8643,7524453
2019-03-05,38.894,39.0326,38.6316,38.894,4866442
2019-03-06,38.8544,38.9039,38.1118,38.29,9413586
2019-03-07,38.1,38.34,37.64,38.04,8999795
2019-03-08,37.63,38.04,37.5,37.99,6910982
2019-03-11,38.08,38.79,38.0,38.62,12218808
2019-03-12,38.7,39.03,38.5,38.62,6633590
2019-03-13,38.74,39.03,38.6,38.8,7334092
2019-03-14,38.76,38.82,37.94,38.03,8692887
2019-03-15,38.04,38.29,37.88,38.07,16854874
2019-03-18,38.18,38.24,37.615,37.98,7583849
2019-03-19,38.31,38.75,38.04,38.27,9003297
2019-03-20,37.74,37.94,36.78,37.0,11680047
2019-03-21,37.0,37.38,36.78,37.35,8168115
2019-03-22,37.09,37.3,36.285,36.44,10049514
2019-03-25,36.48,37.0311,36.26,36.75,6922202
2019-03-26,36.93,36.98,36.555,36.87,6867156
2019-03-27,36.92,37.24,36.47,36.61,7006459
2019-03-28,36.7,37.225,36.655,37.06,5591332
2019-03-29,37.31,37.4,36.92,37.1,9432590
2019-04-01,37.4,37.82,37.33,37.76,7145649
2019-04-02,37.83,38.01,37.61,37.81,5667116
2019-04-03,38.25,38.64,38.23,38.39,9029245
2019-04-04,38.4,38.94,38.39,38.79,7116103
2019-04-05,38.85,39.01,38.58,38.94,4497787
2019-04-08,38.77,39.0889,38.76,39.06,5992519
2019-04-09,38.85,39.08,38.7,38.86,6528907
2019-04-10,38.89,39.415,38.78,39.25,5471412
2019-04-11,39.38,39.59,39.13,39.33,4581546
2019-04-12,39.6,40.05,39.53,39.71,4949720
2019-04-15,39.9,40.01,39.35,39.57,5179576
2019-04-16,39.56,39.91,39.4629,39.66,5985519
2019-04-17,40.1,40.26,39.88,39.99,8643483
